id_aluno,id_curso,data_matricula
1248,1,2024-03-16
1249,1,2024-05-16
1250,1,2024-07-18
1251,5,2024-03-14
1252,5,2024-05-26
1253,5,2024-09-10
1254,4,2024-05-07
1255,6,2024-07-03
1256,6,2024-11-06
1257,6,2024-07-18
1258,1,2024-01-15
1259,6,2024-04-19
1260,3,2024-02-06
1261,1,2024-03-11
1262,1,2024-08-23
1263,5,2024-09-10
1264,5,2024-05-18
1265,4,2024-02-28
1266,4,2024-06-06
1267,1,2024-05-25
1268,2,2024-06-16
1269,2,2024-03-02
1270,1,2024-11-06
1271,4,2024-07-19
1272,6,2024-09-16
1273,3,2024-04-07
1274,1,2024-01-14
1275,2,2024-04-12
1276,3,2024-08-10
1277,5,2024-10-24
1278,6,2024-06-15
1279,4,2024-09-25
1280,4,2024-03-25
1281,2,2024-07-19
1282,1,2024-05-14
1283,4,2024-05-06
1284,5,2024-07-10
1285,5,2024-11-04
1286,4,2024-04-20
1287,5,2024-07-16
1288,2,2024-08-28
1289,4,2024-07-14
1290,4,2024-01-07
1291,4,2024-10-26
1292,2,2024-05-24
1293,5,2024-08-22
1294,2,2024-03-12
1295,3,2024-04-20
1296,6,2024-10-08
1297,4,2024-01-09
1298,4,2024-07-06
1299,3,2024-05-26
1300,2,2024-08-21
1301,6,2024-05-14
1302,5,2024-05-13
1303,6,2024-08-20
1304,4,2024-04-18
1305,3,2024-06-21
1306,5,2024-08-11
1307,3,2024-07-03
1308,3,2024-01-14
1309,3,2024-08-08
1310,5,2024-02-08
1311,6,2024-05-09
1312,3,2024-01-03
1313,4,2024-09-08
1314,6,2024-02-06
1315,4,2024-04-03
1316,2,2024-07-18
1317,1,2024-02-27
1318,3,2024-04-29
1319,5,2024-07-19
1320,3,2024-02-18
1321,5,2024-08-17
1322,2,2024-10-16
1323,1,2024-04-10
1324,1,2024-03-24
1325,4,2024-06-27
1326,6,2024-06-06
1327,6,2024-07-27
1328,2,2024-01-31
1329,3,2024-09-30
1330,2,2024-06-26
1331,1,2024-07-18
1332,2,2024-08-15
1333,6,2024-06-28
1334,6,2024-08-05
1335,2,2024-09-02
1336,4,2024-01-08
1337,5,2024-08-11
1338,1,2024-07-29
1339,2,2024-03-07
1340,4,2024-02-01
1341,5,2024-10-06
1342,2,2024-08-16
1343,5,2024-10-29
1344,6,2024-06-02
1345,3,2024-07-14
1346,3,2024-01-16
1347,3,2024-09-21
1348,3,2024-03-08
1349,3,2024-09-10
1350,5,2024-08-06
1351,2,2024-06-27
1352,6,2024-02-29
1353,3,2024-09-22
1354,3,2024-01-18
1355,3,2024-05-15
1356,5,2024-08-15
1357,5,2024-10-11
1358,6,2024-10-28
1359,6,2024-04-04
1360,4,2024-08-23
1361,2,2024-10-20
1362,5,2024-03-09
1363,4,2024-04-11
1364,4,2024-04-25
1365,4,2024-03-25
1366,3,2024-03-26
1367,3,2024-08-13
1368,4,2024-03-04
1369,6,2024-06-11
1370,1,2024-04-23
1371,3,2024-04-23
1372,3,2024-08-15
1373,4,2024-06-07
1374,6,2024-08-23
1375,4,2024-06-22
1376,3,2024-08-17
1377,6,2024-07-05
1378,2,2024-01-08
1379,1,2024-08-21
1380,3,2024-01-11
1381,6,2024-01-17
1382,3,2024-05-21
1383,3,2024-07-31
1384,3,2024-05-22
1385,3,2024-06-19
1386,3,2024-03-18
1387,5,2024-05-14
1388,3,2024-07-04
1389,2,2024-05-17
1390,2,2024-11-04
1391,3,2024-03-01
1392,1,2024-02-17
1393,5,2024-10-04
1394,1,2024-07-14
1395,5,2024-08-26
1396,2,2024-10-02
1397,1,2024-06-27
1398,1,2024-01-22
1399,1,2024-09-01
1400,1,2024-06-29
1401,2,2024-09-05
1402,5,2024-02-25
1403,2,2024-04-08
1404,5,2024-09-16
1405,5,2024-07-27
1406,4,2024-05-10
1407,5,2024-08-24
1408,1,2024-04-21
1409,6,2024-01-10
1410,4,2024-07-06
1411,2,2024-04-16
1412,6,2024-08-13
1413,1,2024-06-11
1414,4,2024-09-15
1415,4,2024-05-21
1416,2,2024-09-22
1417,1,2024-10-16
1418,3,2024-04-01
1419,5,2024-04-12
1420,4,2024-02-07
1421,2,2024-07-26
1422,2,2024-08-29
1423,6,2024-08-21
1424,3,2024-10-17
1425,6,2024-02-11
1426,1,2024-04-01
1427,1,2024-05-28
1428,6,2024-03-19
1429,5,2024-05-18
1430,3,2024-10-27
1431,5,2024-04-02
1432,2,2024-03-16
1433,6,2024-01-23
1434,2,2024-01-05
1435,4,2024-05-02
1436,6,2024-01-18
1437,4,2024-04-16
1438,4,2024-02-26
1439,5,2024-02-23
1440,3,2024-05-18
1441,5,2024-06-23
1442,3,2024-01-31
1443,5,2024-10-06
1444,6,2024-08-23
1445,3,2024-07-08
1446,1,2024-10-22
1447,2,2024-09-17
1448,4,2024-03-16
1449,3,2024-04-17
1450,2,2024-08-26
1451,5,2024-03-28
1452,4,2024-01-25
1453,4,2024-08-19
1454,3,2024-06-19
1455,2,2024-07-06
1456,5,2024-05-08
1457,1,2024-09-10
1458,2,2024-10-04
1459,1,2024-07-26
1460,5,2024-03-22
1461,4,2024-10-28
1462,4,2024-04-07
1463,5,2024-06-05
1464,5,2024-10-21
1465,3,2024-08-05
1466,1,2024-07-09
1467,5,2024-03-18
1468,6,2024-05-01
1469,1,2024-02-05
1470,4,2024-07-20
1471,2,2024-09-29
1472,1,2024-10-08
1473,4,2024-10-24
1474,3,2024-01-15
1475,2,2024-01-27
1476,5,2024-08-14
1477,1,2024-04-16
1478,1,2024-07-06
1479,5,2024-10-07
1480,4,2024-07-12
1481,1,2024-04-02
1482,2,2024-02-16
1483,5,2024-11-04
1484,6,2024-05-16
1485,4,2024-04-02
1486,5,2024-10-23
1487,3,2024-06-13
1488,3,2024-04-05
1489,4,2024-04-13
1490,5,2024-09-06
1491,6,2024-09-24
1492,1,2024-06-02
1493,2,2024-02-25
1494,2,2024-02-08
1495,3,2024-08-24
1496,5,2024-09-01
1497,3,2024-06-04
1498,1,2024-10-12
1499,4,2024-07-13
1500,3,2024-08-09
1501,3,2024-03-10
1502,4,2024-04-19
1503,3,2024-04-07
1504,3,2024-02-14
1505,5,2024-03-12
1506,3,2024-10-15
1507,3,2024-03-24
1508,3,2024-01-11
1509,4,2024-03-02
1510,3,2024-01-11
1511,1,2024-11-02
1512,2,2024-01-11
1513,2,2024-03-03
1514,6,2024-07-08
1515,1,2024-01-13
1516,1,2024-01-20
1517,1,2024-03-04
1518,4,2024-01-29
1519,5,2024-03-01
1520,2,2024-10-26
1521,2,2024-08-06
1522,1,2024-06-03
1523,1,2024-04-18
1524,1,2024-10-26
1525,3,2024-05-03
1526,5,2024-09-16
1527,2,2024-07-19
1528,6,2024-04-29
1529,2,2024-04-01
1530,5,2024-10-10
1531,1,2024-05-16
1532,3,2024-03-16
1533,1,2024-10-13
1534,2,2024-03-20
1535,4,2024-01-28
1536,6,2024-02-04
1537,4,2024-08-08
1538,6,2024-07-01
1539,2,2024-02-07
1540,2,2024-10-05
1541,4,2024-02-12
1542,6,2024-09-07
1543,5,2024-10-01
1544,6,2024-01-28
1545,2,2024-01-07
1546,2,2024-09-28
1547,5,2024-01-19
1548,2,2024-04-01
1549,1,2024-03-23
1550,6,2024-03-12
1551,1,2024-01-18
1552,3,2024-03-12
1553,4,2024-01-07
1554,1,2024-10-12
1555,1,2024-10-10
1556,6,2024-02-23
1557,3,2024-05-09
1558,4,2024-01-21
1559,2,2024-02-06
1560,4,2024-02-20
1561,2,2024-08-30
1562,4,2024-01-13
1563,4,2024-08-01
1564,2,2024-06-20
1565,6,2024-08-08
1566,3,2024-03-22
1567,3,2024-07-16
1568,6,2024-08-01
1569,2,2024-01-31
1570,1,2024-10-16
1571,2,2024-10-10
1572,1,2024-07-04
1573,2,2024-04-29
1574,5,2024-01-03
1575,1,2024-09-25
1576,6,2024-05-11
1577,1,2024-10-31
1578,1,2024-04-18
1579,3,2024-07-23
1580,6,2024-02-05
1581,3,2024-01-16
1582,3,2024-10-05
1583,1,2024-02-08
1584,4,2024-08-12
1585,6,2024-06-10
1586,6,2024-07-07
1587,3,2024-04-24
1588,4,2024-11-06
1589,2,2024-09-09
1590,2,2024-05-15
1591,2,2024-05-18
1592,4,2024-11-02
1593,1,2024-09-10
1594,2,2024-08-31
1595,1,2024-02-05
1596,2,2024-09-18
1597,4,2024-04-26
1598,2,2024-05-08
1599,4,2024-10-30
1600,5,2024-06-23
1601,2,2024-01-17
1602,4,2024-01-14
1603,3,2024-07-13
1604,1,2024-07-16
1605,1,2024-01-12
1606,3,2024-01-16
1607,1,2024-05-16
1608,6,2024-11-02
1609,1,2024-04-25
1610,3,2024-10-21
1611,4,2024-03-16
1612,6,2024-08-01
1613,4,2024-10-03
1614,4,2024-08-01
1615,2,2024-09-14
1616,1,2024-08-23
1617,1,2024-02-02
1618,4,2024-05-25
1619,6,2024-06-29
1620,5,2024-03-11
1621,2,2024-02-11
1622,5,2024-08-04
1623,4,2024-06-23
1624,1,2024-07-28
1625,1,2024-01-07
1626,5,2024-08-28
1627,5,2024-08-19
1628,3,2024-02-21
1629,5,2024-01-23
1630,4,2024-10-20
1631,3,2024-02-19
1632,5,2024-03-12
1633,4,2024-09-22
1634,4,2024-10-23
1635,2,2024-10-06
1636,6,2024-04-12
1637,2,2024-04-17
1638,3,2024-06-04
1639,4,2024-04-14
1640,5,2024-04-04
1641,5,2024-06-07
1642,3,2024-10-21
1643,4,2024-07-17
1644,2,2024-06-03
1645,5,2024-02-25
1646,1,2024-04-08
1647,1,2024-11-01
1648,2,2024-09-11
1649,6,2024-02-04
1650,3,2024-10-21
1651,3,2024-06-17
1652,4,2024-09-20
1653,5,2024-09-06
1654,3,2024-10-15
1655,6,2024-01-04
1656,6,2024-02-14
1657,5,2024-05-07
1658,4,2024-02-18
1659,3,2024-09-08
1660,3,2024-07-16
1661,5,2024-02-09
1662,4,2024-03-12
1663,5,2024-06-27
1664,2,2024-02-24
1665,6,2024-02-16
1666,5,2024-02-16
1667,3,2024-01-05
1668,2,2024-04-03
1669,1,2024-10-01
1670,1,2024-09-08
1671,6,2024-09-13
1672,1,2024-04-27
1673,6,2024-07-27
1674,3,2024-04-04
1675,4,2024-07-29
1676,3,2024-05-06
1677,3,2024-01-09
1678,4,2024-10-28
1679,5,2024-09-18
1680,4,2024-08-14
1681,3,2024-02-11
1682,1,2024-08-04
1683,4,2024-01-25
1684,6,2024-07-11
1685,4,2024-08-12
1686,1,2024-03-23
1687,1,2024-08-14
1688,3,2024-04-03
1689,3,2024-04-27
1690,6,2024-09-15
1691,4,2024-02-02
1692,1,2024-08-27
1693,1,2024-07-12
1694,1,2024-11-01
1695,4,2024-08-19
1696,4,2024-08-05
1697,3,2024-04-01
1698,4,2024-10-20
1699,5,2024-01-11
1700,6,2024-02-22
1701,1,2024-07-06
1702,5,2024-04-03
1703,1,2024-10-01
1704,4,2024-10-01
1705,3,2024-04-07
1706,6,2024-04-12
1707,4,2024-06-03
1708,1,2024-07-19
1709,4,2024-01-02
1710,2,2024-06-26
1711,3,2024-03-03
1712,2,2024-01-29
1713,2,2024-06-01
1714,1,2024-07-02
1715,4,2024-08-05
1716,4,2024-01-30
1717,4,2024-05-31
1718,1,2024-05-12
1719,4,2024-11-02
1720,2,2024-01-22
1721,5,2024-03-29
1722,2,2024-03-02
1723,4,2024-01-28
1724,5,2024-02-22
1725,6,2024-08-17
1726,6,2024-03-22
1727,3,2024-09-18
1728,2,2024-01-23
1729,1,2024-09-20
1730,1,2024-10-18
1731,6,2024-07-10
1732,4,2024-08-23
1733,5,2024-02-27
1734,1,2024-10-16
1735,1,2024-08-23
1736,6,2024-08-18
1737,5,2024-05-24
1738,3,2024-10-30
1739,4,2024-10-02
1740,3,2024-05-14
1741,6,2024-07-04
1742,5,2024-07-27
1743,6,2024-06-14
1744,3,2024-08-06
1745,6,2024-03-28
1746,4,2024-05-09
1747,5,2024-06-16
1748,5,2024-01-12
1749,5,2024-05-31
1750,5,2024-04-27
1751,1,2024-03-18
1752,3,2024-02-01
1753,2,2024-04-05
1754,1,2024-09-16
1755,1,2024-07-16
1756,3,2024-02-07
1757,2,2024-04-22
1758,6,2024-07-24
1759,3,2024-01-04
1760,6,2024-02-17
1761,2,2024-02-28
1762,6,2024-07-16
1763,4,2024-06-06
1764,5,2024-02-22
1765,1,2024-06-05
1766,2,2024-03-10
1767,5,2024-03-06
1768,4,2024-08-06
1769,3,2024-01-30
1770,3,2024-08-03
1771,1,2024-02-28
1772,3,2024-07-04
1773,4,2024-04-30
1774,1,2024-07-24
1775,3,2024-08-22
1776,6,2024-01-30
1777,1,2024-08-31
1778,3,2024-10-10
1779,3,2024-05-28
1780,5,2024-06-14
1781,3,2024-03-18
1782,2,2024-07-04
1783,1,2024-03-24
1784,2,2024-06-12
1785,2,2024-02-26
1786,6,2024-10-16
1787,4,2024-07-29
1788,5,2024-07-28
1789,1,2024-09-08
1790,5,2024-10-27
1791,6,2024-09-13
1792,6,2024-10-10
1793,5,2024-04-05
1794,1,2024-09-03
1795,1,2024-06-16
1796,3,2024-01-10
1797,5,2024-09-16
1798,1,2024-06-26
1799,5,2024-07-26
1800,6,2024-08-03
1801,3,2024-01-25
1802,4,2024-03-25
1803,1,2024-09-24
1804,3,2024-08-12
1805,3,2024-02-03
1806,2,2024-07-03
1807,2,2024-08-02
1808,3,2024-07-20
1809,3,2024-04-29
1810,2,2024-09-13
1811,1,2024-06-05
1812,5,2024-02-09
1813,1,2024-06-14
1814,1,2024-10-06
1815,5,2024-03-11
1816,4,2024-09-19
1817,5,2024-08-11
1818,6,2024-07-20
1819,2,2024-06-02
1820,4,2024-03-21
1821,4,2024-03-02
1822,6,2024-03-03
1823,5,2024-01-04
1824,4,2024-03-10
1825,4,2024-09-12
1826,5,2024-05-25
1827,1,2024-04-22
1828,2,2024-02-02
1829,6,2024-07-30
1830,6,2024-01-23
1831,1,2024-10-18
1832,3,2024-01-28
1833,5,2024-04-20
1834,2,2024-01-24
1835,6,2024-04-17
1836,1,2024-02-19
1837,1,2024-03-30
1838,2,2024-10-05
1839,2,2024-07-01
1840,1,2024-10-29
1841,6,2024-05-01
1842,2,2024-10-23
1843,1,2024-10-21
1844,6,2024-05-28
1845,5,2024-08-09
1846,3,2024-07-08
1847,6,2024-07-16
1848,3,2024-09-27
1849,2,2024-09-09
1850,3,2024-04-16
1851,1,2024-06-21
1852,2,2024-01-15
1853,6,2024-01-02
1854,1,2024-08-27
1855,5,2024-07-05
1856,4,2024-01-08
1857,2,2024-01-31
1858,4,2024-01-05
1859,5,2024-04-13
1860,4,2024-01-03
1861,3,2024-07-12
1862,3,2024-02-23
1863,3,2024-08-24
1864,1,2024-06-17
1865,4,2024-10-27
1866,2,2024-11-02
1867,1,2024-01-16
1868,4,2024-04-23
1869,1,2024-10-25
1870,5,2024-06-28
1871,3,2024-09-29
1872,1,2024-02-05
1873,4,2024-01-20
1874,6,2024-03-29
1875,5,2024-01-27
1876,4,2024-10-05
1877,1,2024-01-28
1878,5,2024-01-23
1879,3,2024-09-07
1880,4,2024-08-07
1881,1,2024-08-24
1882,6,2024-01-29
1883,5,2024-01-24
1884,3,2024-04-19
1885,4,2024-02-13
1886,6,2024-02-14
1887,2,2024-01-21
1888,1,2024-04-18
1889,3,2024-01-10
1890,1,2024-07-22
1891,5,2024-07-15
1892,5,2024-09-27
1893,6,2024-04-20
1894,5,2024-10-05
1895,5,2024-04-08
1896,5,2024-01-14
1897,4,2024-09-30
1898,1,2024-10-05
1899,2,2024-04-10
1900,4,2024-01-18
1901,1,2024-03-23
1902,2,2024-05-31
1903,2,2024-05-28
1904,1,2024-02-29
1905,6,2024-06-02
1906,3,2024-02-09
1907,1,2024-05-07
1908,3,2024-08-07
1909,2,2024-05-28
1910,3,2024-07-26
1911,6,2024-06-23
1912,2,2024-07-05
1913,3,2024-10-18
1914,6,2024-02-08
1915,2,2024-05-04
1916,3,2024-09-04
1917,5,2024-08-18
1918,1,2024-02-18
1919,6,2024-08-29
1920,5,2024-04-01
1921,4,2024-10-10
1922,6,2024-06-24
1923,4,2024-08-06
1924,5,2024-04-18
1925,3,2024-01-19
1926,1,2024-10-31
1927,1,2024-08-28
1928,4,2024-08-21
1929,1,2024-05-05
1930,4,2024-10-21
1931,3,2024-02-19
1932,2,2024-06-16
1933,2,2024-03-12
1934,5,2024-08-31
1935,6,2024-09-25
1936,1,2024-07-03
1937,2,2024-01-20
1938,2,2024-03-25
1939,4,2024-10-18
1940,6,2024-06-10
1941,6,2024-07-27
1942,4,2024-01-28
1943,3,2024-01-27
1944,6,2024-09-13
1945,6,2024-02-08
1946,2,2024-05-13
1947,5,2024-06-01
1948,1,2024-02-08
1949,5,2024-04-25
1950,3,2024-01-02
1951,6,2024-03-01
1952,6,2024-05-18
1953,6,2024-04-04
1954,5,2024-08-23
1955,5,2024-05-27
1956,1,2024-07-23
1957,3,2024-01-05
1958,5,2024-06-06
1959,5,2024-10-12
1960,4,2024-10-15
1961,6,2024-04-28
1962,3,2024-07-14
1963,2,2024-03-05
1964,2,2024-10-22
1965,5,2024-09-10
1966,5,2024-04-23
1967,2,2024-06-03
1968,3,2024-01-04
1969,3,2024-03-17
1970,5,2024-07-25
1971,4,2024-01-20
1972,1,2024-05-17
1973,5,2024-01-15
1974,4,2024-03-19
1975,6,2024-07-19
1976,2,2024-01-09
1977,3,2024-02-23
1978,2,2024-04-29
1979,2,2024-02-18
1980,4,2024-01-24
1981,3,2024-03-03
1982,5,2024-01-29
1983,4,2024-06-28
1984,6,2024-06-19
1985,2,2024-08-28
1986,5,2024-04-12
1987,2,2024-06-21
1988,1,2024-06-22
1989,6,2024-10-31
1990,2,2024-02-06
1991,4,2024-07-22
1992,1,2024-02-12
1993,5,2024-06-26
1994,3,2024-07-15
1995,5,2024-07-30
1996,3,2024-03-25
1997,5,2024-07-17
1998,2,2024-04-28
1999,6,2024-01-20
2000,5,2024-08-25
2001,2,2024-01-31
2002,6,2024-01-24
2003,4,2024-05-23
2004,1,2024-03-07
2005,1,2024-01-16
2006,6,2024-05-25
2007,1,2024-07-26
2008,4,2024-02-20
2009,3,2024-10-10
2010,2,2024-06-10
2011,1,2024-07-07
2012,5,2024-06-21
2013,4,2024-05-07
2014,1,2024-06-12
2015,1,2024-08-31
2016,6,2024-10-24
2017,3,2024-02-03
2018,1,2024-02-02
2019,3,2024-07-21
2020,1,2024-10-20
2021,6,2024-05-29
2022,3,2024-03-15
2023,4,2024-09-28
2024,3,2024-02-24
2025,6,2024-07-30
2026,1,2024-01-10
2027,4,2024-02-20
2028,2,2024-02-07
2029,4,2024-04-18
2030,4,2024-10-22
2031,6,2024-01-09
2032,2,2024-02-01
2033,6,2024-03-11
2034,6,2024-10-06
2035,3,2024-10-09
2036,5,2024-10-17
2037,5,2024-03-22
2038,1,2024-03-06
2039,4,2024-10-29
2040,6,2024-10-16
2041,4,2024-06-18
2042,1,2024-08-30
2043,1,2024-10-02
2044,4,2024-04-11
2045,2,2024-11-01
2046,2,2024-05-26
2047,2,2024-01-24
2048,5,2024-04-23
2049,3,2024-04-02
2050,1,2024-06-24
2051,2,2024-02-13
2052,2,2024-10-07
2053,3,2024-01-25
2054,3,2024-06-16
2055,3,2024-08-26
2056,4,2024-09-23
2057,3,2024-03-22
2058,4,2024-09-19
2059,6,2024-06-14
2060,5,2024-01-09
2061,6,2024-06-05
2062,5,2024-02-23
2063,1,2024-08-02
2064,6,2024-04-03
2065,5,2024-08-15
2066,4,2024-08-07
2067,6,2024-10-14
2068,5,2024-06-15
2069,4,2024-01-14
2070,2,2024-08-15
2071,5,2024-08-30
2072,4,2024-02-24
2073,6,2024-06-14
2074,5,2024-07-08
2075,4,2024-07-31
2076,1,2024-04-18
2077,2,2024-04-30
2078,1,2024-03-26
2079,4,2024-04-09
2080,1,2024-01-03
2081,4,2024-01-17
2082,5,2024-01-24
2083,4,2024-05-11
2084,1,2024-02-08
2085,6,2024-03-16
2086,1,2024-10-29
2087,3,2024-05-28
2088,4,2024-08-20
2089,3,2024-07-23
2090,4,2024-10-24
2091,5,2024-07-09
2092,3,2024-09-06
2093,2,2024-10-09
2094,1,2024-10-15
2095,6,2024-09-03
2096,5,2024-11-03
2097,5,2024-05-25
2098,4,2024-04-15
2099,1,2024-05-27
2100,6,2024-05-02
2101,3,2024-05-30
2102,3,2024-02-23
2103,1,2024-03-06
2104,4,2024-08-10
2105,3,2024-05-23
2106,5,2024-08-09
2107,2,2024-02-16
2108,1,2024-08-25
2109,4,2024-09-30
2110,1,2024-03-16
2111,4,2024-09-09
2112,5,2024-03-05
2113,6,2024-03-05
2114,6,2024-06-02
2115,3,2024-08-19
2116,5,2024-02-12
2117,5,2024-02-18
2118,3,2024-01-20
2119,5,2024-05-14
2120,1,2024-08-17
2121,6,2024-05-30
2122,5,2024-03-28
2123,2,2024-11-02
2124,1,2024-10-20
2125,5,2024-01-23
2126,5,2024-07-30
2127,3,2024-09-27
2128,3,2024-04-11
2129,5,2024-01-01
2130,2,2024-05-11
2131,4,2024-01-20
2132,4,2024-08-12
2133,4,2024-01-09
2134,3,2024-01-08
2135,2,2024-08-14
2136,2,2024-03-22
2137,4,2024-10-14
2138,4,2024-03-12
2139,5,2024-02-25
2140,3,2024-08-31
2141,4,2024-10-28
2142,5,2024-04-22
2143,2,2024-11-06
2144,5,2024-06-14
2145,2,2024-08-03
2146,5,2024-07-01
2147,1,2024-01-19
2148,4,2024-01-04
2149,1,2024-05-16
2150,2,2024-06-18
2151,2,2024-08-24
2152,5,2024-09-12
2153,1,2024-06-13
2154,4,2024-10-22
2155,1,2024-03-08
2156,2,2024-10-28
2157,3,2024-05-24
2158,4,2024-07-21
2159,5,2024-08-10
2160,3,2024-10-31
2161,6,2024-05-17
2162,1,2024-10-03
2163,5,2024-01-14
2164,5,2024-02-07
2165,3,2024-09-14
2166,3,2024-05-18
2167,4,2024-07-22
2168,2,2024-02-03
2169,5,2024-03-19
2170,6,2024-05-09
2171,4,2024-03-06
2172,6,2024-01-18
2173,6,2024-05-18
2174,3,2024-09-14
2175,3,2024-08-13
2176,4,2024-10-18
2177,1,2024-05-10
2178,2,2024-01-07
2179,4,2024-05-19
2180,2,2024-10-29
2181,4,2024-05-12
2182,3,2024-01-01
2183,3,2024-03-23
2184,5,2024-08-06
2185,4,2024-08-22
2186,3,2024-10-28
2187,4,2024-08-18
2188,5,2024-09-16
2189,5,2024-02-04
2190,4,2024-06-09
2191,2,2024-02-10
2192,2,2024-09-02
2193,4,2024-04-03
2194,6,2024-10-19
2195,1,2024-02-20
2196,2,2024-09-16
2197,6,2024-09-16
2198,3,2024-09-07
2199,6,2024-10-17
2200,3,2024-11-03
2201,3,2024-07-07
2202,1,2024-05-05
2203,1,2024-01-15
2204,5,2024-05-31
2205,5,2024-05-28
2206,3,2024-05-15
2207,6,2024-10-19
2208,2,2024-06-06
2209,4,2024-03-18
2210,5,2024-06-19
2211,4,2024-09-29
2212,3,2024-06-17
2213,2,2024-10-06
2214,5,2024-03-27
2215,2,2024-10-16
2216,2,2024-05-13
2217,3,2024-07-18
2218,2,2024-04-13
2219,1,2024-10-11
2220,2,2024-03-13
2221,2,2024-04-17
2222,1,2024-09-01
2223,4,2024-08-30
2224,2,2024-05-14
2225,6,2024-06-09
2226,3,2024-01-11
2227,6,2024-07-05
2228,3,2024-05-23
2229,6,2024-02-03
2230,2,2024-03-26
2231,5,2024-09-19
2232,2,2024-08-15
2233,4,2024-05-11
2234,3,2024-01-31
2235,6,2024-07-20
2236,6,2024-01-08
2237,4,2024-07-08
2238,6,2024-10-05
2239,4,2024-09-28
2240,5,2024-09-04
2241,4,2024-07-25
2242,5,2024-03-06
2243,6,2024-07-08
2244,3,2024-10-16
2245,6,2024-03-07
2246,3,2024-08-25
2247,6,2024-06-24
2248,4,2024-06-11
2249,3,2024-10-10
2250,4,2024-01-09
2251,6,2024-10-12
2252,6,2024-01-19
2253,1,2024-03-20
2254,6,2024-09-04
2255,6,2024-05-30
2256,6,2024-01-22
2257,5,2024-06-13
2258,4,2024-05-18
2259,3,2024-02-04
2260,6,2024-04-21
2261,6,2024-03-25
2262,2,2024-08-23
2263,5,2024-05-13
2264,3,2024-05-11
2265,4,2024-08-07
2266,4,2024-03-31
2267,2,2024-04-19
2268,3,2024-08-13
2269,4,2024-02-05
2270,5,2024-03-12
2271,1,2024-06-30
2272,4,2024-05-21
2273,2,2024-05-06
2274,5,2024-06-18
2275,4,2024-10-10
2276,1,2024-06-15
2277,5,2024-04-19
2278,2,2024-10-24
2279,2,2024-06-16
2280,3,2024-03-20
2281,2,2024-09-01
2282,6,2024-09-12
2283,2,2024-08-29
2284,1,2024-10-28
2285,3,2024-02-27
2286,3,2024-01-12
2287,2,2024-09-07
2288,5,2024-07-07
2289,6,2024-03-10
2290,6,2024-01-21
2291,3,2024-10-31
2292,3,2024-10-14
2293,6,2024-04-30
2294,1,2024-03-14
2295,5,2024-07-07
2296,6,2024-01-28
2297,1,2024-03-27
2298,3,2024-03-05
2299,5,2024-10-28
2300,4,2024-02-09
2301,4,2024-06-28
2302,6,2024-01-28
2303,4,2024-06-03
2304,2,2024-04-18
2305,2,2024-03-16
2306,6,2024-10-12
2307,3,2024-01-01
2308,6,2024-08-31
2309,2,2024-05-09
2310,2,2024-06-14
2311,1,2024-01-23
2312,6,2024-10-28
2313,2,2024-05-20
2314,6,2024-10-03
2315,1,2024-09-25
2316,4,2024-09-28
2317,6,2024-08-04
2318,2,2024-02-08
2319,2,2024-06-24
2320,4,2024-02-06
2321,1,2024-01-22
2322,5,2024-10-25
2323,1,2024-03-11
2324,2,2024-03-23
2325,1,2024-01-27
2326,5,2024-02-27
2327,3,2024-01-20
2328,3,2024-10-04
2329,3,2024-07-24
2330,1,2024-10-18
2331,1,2024-02-18
2332,5,2024-10-05
2333,5,2024-02-21
2334,6,2024-03-13
2335,4,2024-02-20
2336,6,2024-03-04
2337,5,2024-06-24
2338,5,2024-08-12
2339,5,2024-06-24
2340,6,2024-02-23
2341,3,2024-10-06
2342,5,2024-07-04
2343,3,2024-08-27
2344,2,2024-02-11
2345,4,2024-08-28
2346,1,2024-10-26
2347,6,2024-10-26
2348,6,2024-04-09
2349,5,2024-07-23
2350,6,2024-03-04
2351,6,2024-05-15
2352,6,2024-05-21
2353,4,2024-05-06
2354,4,2024-03-01
2355,4,2024-09-07
2356,5,2024-11-02
2357,5,2024-07-11
2358,2,2024-02-11
2359,1,2024-11-04
2360,2,2024-05-19
2361,3,2024-08-07
2362,6,2024-08-29
2363,5,2024-09-21
2364,2,2024-01-15
2365,4,2024-06-10
2366,4,2024-07-26
2367,5,2024-02-21
2368,3,2024-03-11
2369,3,2024-08-23
2370,4,2024-10-05
2371,5,2024-02-20
2372,3,2024-04-30
2373,1,2024-02-22
2374,6,2024-06-04
2375,2,2024-10-06
2376,5,2024-09-15
2377,2,2024-03-09
2378,4,2024-07-22
2379,2,2024-08-05
2380,6,2024-07-14
2381,2,2024-08-26
2382,1,2024-06-28
2383,6,2024-03-03
2384,6,2024-03-22
2385,1,2024-07-23
2386,6,2024-10-05
2387,4,2024-01-13
2388,4,2024-08-29
2389,6,2024-03-25
2390,3,2024-08-09
2391,1,2024-02-04
2392,3,2024-04-23
2393,2,2024-04-20
2394,6,2024-07-12
2395,2,2024-08-08
2396,2,2024-06-08
2397,4,2024-04-16
2398,1,2024-05-31
2399,5,2024-02-09
2400,2,2024-02-19
2401,4,2024-09-17
2402,1,2024-08-24
2403,6,2024-09-08
2404,3,2024-11-02
2405,2,2024-03-27
2406,3,2024-09-19
2407,4,2024-06-29
2408,2,2024-10-15
2409,3,2024-02-09
2410,4,2024-09-02
2411,1,2024-02-11
2412,5,2024-11-04
