id_aluno,id_disciplina,data_inscricao
1247,2,2024-02-13
1248,2,2024-04-23
1249,3,2024-02-08
1250,1,2024-05-26
1251,4,2024-07-25
1252,4,2024-04-08
1253,3,2024-09-15
1254,1,2024-02-25
1255,4,2024-02-23
1256,3,2024-09-12
1257,4,2024-09-18
1258,2,2024-07-10
1259,1,2024-10-06
1260,3,2024-06-18
1261,4,2024-04-06
1262,3,2024-10-24
1263,2,2024-01-19
1264,1,2024-02-14
1265,2,2024-01-16
1266,4,2024-06-22
1267,3,2024-09-20
1268,3,2024-02-13
1269,1,2024-06-16
1270,2,2024-01-24
1271,1,2024-10-31
1272,1,2024-10-02
1273,1,2024-04-23
1274,1,2024-08-30
1275,4,2024-09-07
1276,4,2024-09-12
1277,3,2024-09-01
1278,3,2024-05-26
1279,2,2024-10-30
1280,3,2024-06-11
1281,3,2024-05-16
1282,4,2024-04-03
1283,1,2024-06-03
1284,3,2024-10-15
1285,4,2024-04-24
1286,2,2024-04-28
1287,4,2024-02-02
1288,2,2024-06-27
1289,2,2024-06-17
1290,3,2024-10-05
1291,4,2024-07-13
1292,3,2024-01-05
1293,4,2024-04-07
1294,4,2024-03-22
1295,3,2024-07-13
1296,3,2024-07-04
1297,2,2024-09-19
1298,3,2024-04-01
1299,1,2024-06-04
1300,3,2024-07-24
1301,1,2024-10-29
1302,3,2024-05-21
1303,3,2024-06-20
1304,2,2024-07-27
1305,3,2024-06-13
1306,1,2024-04-15
1307,3,2024-09-19
1308,3,2024-01-22
1309,4,2024-06-19
1310,3,2024-01-23
1311,4,2024-06-21
1312,1,2024-07-13
1313,1,2024-04-09
1314,1,2024-10-17
1315,2,2024-10-03
1316,1,2024-03-01
1317,2,2024-03-04
1318,4,2024-02-05
1319,1,2024-06-09
1320,1,2024-10-16
1321,4,2024-03-01
1322,4,2024-08-28
1323,1,2024-07-03
1324,1,2024-06-09
1325,4,2024-04-24
1326,4,2024-04-13
1327,1,2024-08-22
1328,3,2024-10-13
1329,4,2024-02-13
1330,1,2024-10-04
1331,4,2024-07-03
1332,2,2024-05-18
1333,2,2024-10-01
1334,1,2024-09-03
1335,3,2024-09-24
1336,2,2024-01-22
1337,4,2024-10-25
1338,1,2024-07-08
1339,3,2024-09-28
1340,2,2024-08-22
1341,4,2024-10-28
1342,4,2024-04-09
1343,3,2024-05-25
1344,4,2024-04-14
1345,1,2024-07-05
1346,3,2024-01-10
1347,3,2024-07-31
1348,3,2024-05-17
1349,4,2024-11-04
1350,3,2024-01-07
1351,2,2024-03-24
1352,2,2024-11-03
1353,2,2024-01-06
1354,2,2024-04-07
1355,4,2024-04-06
1356,1,2024-04-01
1357,4,2024-06-21
1358,4,2024-06-14
1359,2,2024-01-07
1360,1,2024-02-18
1361,4,2024-01-02
1362,4,2024-07-11
1363,2,2024-06-14
1364,2,2024-03-05
1365,2,2024-04-28
1366,4,2024-09-20
1367,4,2024-08-01
1368,2,2024-08-19
1369,2,2024-02-19
1370,2,2024-01-08
1371,3,2024-06-21
1372,4,2024-10-30
1373,2,2024-10-25
1374,3,2024-03-01
1375,4,2024-03-24
1376,4,2024-06-21
1377,3,2024-07-20
1378,2,2024-03-12
1379,2,2024-02-09
1380,3,2024-03-10
1381,2,2024-01-23
1382,1,2024-08-15
1383,2,2024-09-28
1384,4,2024-03-20
1385,3,2024-04-24
1386,2,2024-01-28
1387,4,2024-06-18
1388,4,2024-01-15
1389,1,2024-06-19
1390,1,2024-04-11
1391,1,2024-02-26
1392,2,2024-03-09
1393,1,2024-09-04
1394,3,2024-05-13
1395,2,2024-09-09
1396,4,2024-01-03
1397,1,2024-09-06
1398,2,2024-10-28
1399,4,2024-09-30
1400,4,2024-04-08
1401,2,2024-01-12
1402,3,2024-10-26
1403,4,2024-06-08
1404,3,2024-07-25
1405,3,2024-03-05
1406,3,2024-02-23
1407,4,2024-05-30
1408,1,2024-02-29
1409,2,2024-03-13
1410,1,2024-10-09
1411,2,2024-08-01
1412,4,2024-04-17
1413,4,2024-05-16
1414,4,2024-04-14
1415,4,2024-09-02
1416,2,2024-08-30
1417,2,2024-07-27
1418,1,2024-05-12
1419,2,2024-02-29
1420,1,2024-08-03
1421,3,2024-03-23
1422,4,2024-06-13
1423,2,2024-10-21
1424,1,2024-01-29
1425,1,2024-07-30
1426,2,2024-09-30
1427,3,2024-05-29
1428,1,2024-06-25
1429,3,2024-07-23
1430,4,2024-03-25
1431,4,2024-05-28
1432,2,2024-03-30
1433,4,2024-02-07
1434,3,2024-04-10
1435,4,2024-10-25
1436,1,2024-04-10
1437,2,2024-04-26
1438,2,2024-01-17
1439,3,2024-08-24
1440,1,2024-10-14
1441,4,2024-11-06
1442,2,2024-01-09
1443,2,2024-10-19
1444,3,2024-01-15
1445,3,2024-05-27
1446,2,2024-07-12
1447,4,2024-03-31
1448,1,2024-10-23
1449,2,2024-06-28
1450,2,2024-09-03
1451,2,2024-03-07
1452,4,2024-01-29
1453,2,2024-04-29
1454,4,2024-08-17
1455,3,2024-01-02
1456,4,2024-09-08
1457,3,2024-09-14
1458,2,2024-07-09
1459,1,2024-02-03
1460,4,2024-11-02
1461,4,2024-10-29
1462,1,2024-04-16
1463,3,2024-03-04
1464,2,2024-09-12
1465,1,2024-03-17
1466,1,2024-04-13
1467,1,2024-02-07
1468,4,2024-07-07
1469,4,2024-10-24
1470,3,2024-10-21
1471,4,2024-06-29
1472,1,2024-05-26
1473,3,2024-03-08
1474,3,2024-10-20
1475,3,2024-03-23
1476,4,2024-07-21
1477,4,2024-03-17
1478,2,2024-01-14
1479,1,2024-03-03
1480,2,2024-02-01
1481,1,2024-01-15
1482,2,2024-06-04
1483,3,2024-06-19
1484,4,2024-01-21
1485,4,2024-09-24
1486,2,2024-09-21
1487,2,2024-03-23
1488,3,2024-05-02
1489,2,2024-06-04
1490,1,2024-04-16
1491,4,2024-04-24
1492,4,2024-07-24
1493,4,2024-05-05
1494,2,2024-07-11
1495,1,2024-01-21
1496,1,2024-03-12
1497,1,2024-07-01
1498,2,2024-02-19
1499,2,2024-08-15
1500,1,2024-02-10
1501,3,2024-03-18
1502,1,2024-07-03
1503,4,2024-06-13
1504,3,2024-11-04
1505,1,2024-07-23
1506,4,2024-10-29
1507,2,2024-03-11
1508,4,2024-03-28
1509,2,2024-04-22
1510,3,2024-05-11
1511,2,2024-02-11
1512,4,2024-09-09
1513,3,2024-03-30
1514,2,2024-09-06
1515,1,2024-04-12
1516,1,2024-10-26
1517,1,2024-03-26
1518,3,2024-04-12
1519,2,2024-01-15
1520,2,2024-02-22
1521,2,2024-02-01
1522,1,2024-06-30
1523,2,2024-05-19
1524,4,2024-03-01
1525,1,2024-10-01
1526,2,2024-09-02
1527,2,2024-05-16
1528,4,2024-01-15
1529,1,2024-01-18
1530,1,2024-02-06
1531,4,2024-03-18
1532,2,2024-09-22
1533,2,2024-09-24
1534,4,2024-08-23
1535,2,2024-09-02
1536,1,2024-04-02
1537,1,2024-01-17
1538,1,2024-08-31
1539,1,2024-05-20
1540,3,2024-03-16
1541,4,2024-08-28
1542,2,2024-10-09
1543,4,2024-10-09
1544,3,2024-06-22
1545,1,2024-08-18
1546,1,2024-07-03
1547,2,2024-08-19
1548,1,2024-01-13
1549,1,2024-01-27
1550,1,2024-06-06
1551,3,2024-02-26
1552,3,2024-06-22
1553,3,2024-09-26
1554,2,2024-05-24
1555,4,2024-07-20
1556,3,2024-08-26
1557,4,2024-08-23
1558,1,2024-07-27
1559,2,2024-10-19
1560,4,2024-05-04
1561,1,2024-07-13
1562,2,2024-03-01
1563,1,2024-02-17
1564,1,2024-05-25
1565,4,2024-01-15
1566,2,2024-02-05
1567,2,2024-08-09
1568,1,2024-06-22
1569,3,2024-06-04
1570,1,2024-10-31
1571,4,2024-09-23
1572,3,2024-06-13
1573,2,2024-10-27
1574,1,2024-09-19
1575,3,2024-05-21
1576,3,2024-02-27
1577,3,2024-02-17
1578,2,2024-11-06
1579,1,2024-07-17
1580,1,2024-03-17
1581,4,2024-04-08
1582,4,2024-01-28
1583,4,2024-09-02
1584,1,2024-11-02
1585,4,2024-08-17
1586,2,2024-08-17
1587,1,2024-02-25
1588,1,2024-07-10
1589,4,2024-07-15
1590,2,2024-07-11
1591,3,2024-03-26
1592,3,2024-05-09
1593,2,2024-10-15
1594,3,2024-07-11
1595,3,2024-03-16
1596,2,2024-08-02
1597,3,2024-09-15
1598,3,2024-08-22
1599,4,2024-03-04
1600,2,2024-10-14
1601,4,2024-07-19
1602,4,2024-03-30
1603,1,2024-07-09
1604,2,2024-05-09
1605,1,2024-10-06
1606,1,2024-05-05
1607,4,2024-03-29
1608,3,2024-02-25
1609,2,2024-01-08
1610,2,2024-01-06
1611,2,2024-06-04
1612,4,2024-07-21
1613,3,2024-08-20
1614,1,2024-02-23
1615,4,2024-08-27
1616,3,2024-01-23
1617,3,2024-01-01
1618,3,2024-09-06
1619,3,2024-06-12
1620,1,2024-08-18
1621,3,2024-08-14
1622,2,2024-05-08
1623,3,2024-08-29
1624,3,2024-03-21
1625,2,2024-09-17
1626,1,2024-07-28
1627,1,2024-07-10
1628,1,2024-02-24
1629,3,2024-05-25
1630,1,2024-06-15
1631,1,2024-03-24
1632,2,2024-04-11
1633,3,2024-08-02
1634,3,2024-03-25
1635,3,2024-01-23
1636,4,2024-06-23
1637,3,2024-07-27
1638,1,2024-07-07
1639,2,2024-09-14
1640,2,2024-01-03
1641,2,2024-07-28
1642,1,2024-05-28
1643,4,2024-11-06
1644,4,2024-05-30
1645,4,2024-04-13
1646,3,2024-08-28
1647,3,2024-02-12
1648,2,2024-09-28
1649,2,2024-03-25
1650,4,2024-09-18
1651,2,2024-09-12
1652,2,2024-02-02
1653,1,2024-06-29
1654,2,2024-10-08
1655,3,2024-05-09
1656,2,2024-07-27
1657,4,2024-07-25
1658,1,2024-06-05
1659,2,2024-10-19
1660,3,2024-03-31
1661,1,2024-02-21
1662,1,2024-03-13
1663,4,2024-01-25
1664,3,2024-04-04
1665,1,2024-02-22
1666,4,2024-05-07
1667,4,2024-02-26
1668,1,2024-04-15
1669,1,2024-06-28
1670,1,2024-06-17
1671,4,2024-06-28
1672,4,2024-03-25
1673,4,2024-06-05
1674,2,2024-08-03
1675,3,2024-02-26
1676,4,2024-01-23
1677,4,2024-10-10
1678,1,2024-10-02
1679,3,2024-03-09
1680,3,2024-05-05
1681,2,2024-08-29
1682,3,2024-05-20
1683,1,2024-03-03
1684,1,2024-08-22
1685,1,2024-08-05
1686,3,2024-09-24
1687,3,2024-10-18
1688,4,2024-05-31
1689,1,2024-02-04
1690,4,2024-02-04
1691,3,2024-06-06
1692,3,2024-02-16
1693,1,2024-04-09
1694,4,2024-05-25
1695,3,2024-02-21
1696,1,2024-04-16
1697,3,2024-03-06
1698,2,2024-03-06
1699,2,2024-03-19
1700,4,2024-09-21
1701,3,2024-03-01
1702,2,2024-11-03
1703,1,2024-03-21
1704,3,2024-06-12
1705,2,2024-04-17
1706,4,2024-07-11
1707,3,2024-07-11
1708,1,2024-09-14
1709,1,2024-02-05
1710,3,2024-09-25
1711,4,2024-04-12
1712,3,2024-04-21
1713,4,2024-01-15
1714,1,2024-02-08
1715,1,2024-02-03
1716,2,2024-01-10
1717,1,2024-09-05
1718,2,2024-10-19
1719,3,2024-04-14
1720,1,2024-01-13
1721,2,2024-06-10
1722,2,2024-07-29
1723,2,2024-01-20
1724,3,2024-06-08
1725,4,2024-05-07
1726,2,2024-04-29
1727,3,2024-09-14
1728,3,2024-05-15
1729,1,2024-07-06
1730,1,2024-06-10
1731,1,2024-06-10
1732,4,2024-08-21
1733,1,2024-03-01
1734,3,2024-02-28
1735,1,2024-10-09
1736,3,2024-02-02
1737,2,2024-05-06
1738,4,2024-10-22
1739,1,2024-11-06
1740,2,2024-08-05
1741,2,2024-01-19
1742,4,2024-09-03
1743,4,2024-07-17
1744,4,2024-01-13
1745,1,2024-01-12
1746,1,2024-07-14
1747,1,2024-04-19
1748,4,2024-05-18
1749,1,2024-07-03
1750,2,2024-05-03
1751,1,2024-03-24
1752,2,2024-05-30
1753,1,2024-08-05
1754,3,2024-05-20
1755,3,2024-02-15
1756,3,2024-02-06
1757,3,2024-09-13
1758,3,2024-03-24
1759,1,2024-05-14
1760,4,2024-01-02
1761,3,2024-08-20
1762,1,2024-10-30
1763,1,2024-11-06
1764,2,2024-10-20
1765,3,2024-01-12
1766,3,2024-05-08
1767,3,2024-10-31
1768,2,2024-10-15
1769,4,2024-08-18
1770,1,2024-04-04
1771,3,2024-06-02
1772,1,2024-06-07
1773,2,2024-07-28
1774,3,2024-03-28
1775,2,2024-01-27
1776,3,2024-07-31
1777,1,2024-03-11
1778,2,2024-03-04
1779,3,2024-05-24
1780,3,2024-07-23
1781,1,2024-10-22
1782,4,2024-03-18
1783,1,2024-04-15
1784,4,2024-08-20
1785,2,2024-03-22
1786,2,2024-04-18
1787,4,2024-01-23
1788,3,2024-09-23
1789,2,2024-02-14
1790,3,2024-10-12
1791,2,2024-05-20
1792,4,2024-05-14
1793,2,2024-11-06
1794,4,2024-02-20
1795,3,2024-04-27
1796,3,2024-05-19
1797,2,2024-08-20
1798,1,2024-04-27
1799,1,2024-03-23
1800,3,2024-10-14
1801,2,2024-04-05
1802,1,2024-07-02
1803,2,2024-06-17
1804,4,2024-06-26
1805,2,2024-06-07
1806,4,2024-03-18
1807,4,2024-07-04
1808,4,2024-02-10
1809,3,2024-06-12
1810,2,2024-10-04
1811,1,2024-03-18
1812,1,2024-05-01
1813,2,2024-08-28
1814,4,2024-08-28
1815,4,2024-11-04
1816,3,2024-08-12
1817,1,2024-10-31
1818,2,2024-02-17
1819,4,2024-03-08
1820,4,2024-01-21
1821,1,2024-06-28
1822,2,2024-03-18
1823,4,2024-03-31
1824,4,2024-08-05
1825,4,2024-10-22
1826,3,2024-02-10
1827,3,2024-02-29
1828,2,2024-07-21
1829,4,2024-04-18
1830,4,2024-04-24
1831,1,2024-01-25
1832,4,2024-05-06
1833,4,2024-11-02
1834,2,2024-08-20
1835,1,2024-07-22
1836,1,2024-06-29
1837,1,2024-09-25
1838,1,2024-08-29
1839,4,2024-10-22
1840,3,2024-03-30
1841,3,2024-08-31
1842,3,2024-10-02
1843,3,2024-09-15
1844,2,2024-01-11
1845,4,2024-09-27
1846,2,2024-09-04
1847,4,2024-11-06
1848,3,2024-01-06
1849,2,2024-08-24
1850,1,2024-07-05
1851,2,2024-02-13
1852,3,2024-02-22
1853,1,2024-05-19
1854,1,2024-01-20
1855,4,2024-01-08
1856,3,2024-08-23
1857,2,2024-06-04
1858,1,2024-01-27
1859,1,2024-10-18
1860,1,2024-05-24
1861,2,2024-06-18
1862,2,2024-02-03
1863,2,2024-03-22
1864,4,2024-04-28
1865,3,2024-10-30
1866,1,2024-11-01
1867,4,2024-01-14
1868,3,2024-05-07
1869,1,2024-05-30
1870,2,2024-08-16
1871,1,2024-06-17
1872,3,2024-08-03
1873,4,2024-10-02
1874,1,2024-09-04
1875,2,2024-06-23
1876,2,2024-10-22
1877,3,2024-09-28
1878,3,2024-04-23
1879,1,2024-06-21
1880,2,2024-08-18
1881,2,2024-04-04
1882,4,2024-11-06
1883,2,2024-06-18
1884,3,2024-05-14
1885,1,2024-01-20
1886,4,2024-07-20
1887,1,2024-04-16
1888,1,2024-01-07
1889,2,2024-04-24
1890,4,2024-01-03
1891,1,2024-03-11
1892,3,2024-03-21
1893,2,2024-05-01
1894,4,2024-09-04
1895,1,2024-09-29
1896,1,2024-02-01
1897,3,2024-07-05
1898,1,2024-09-23
1899,2,2024-02-07
1900,4,2024-09-02
1901,2,2024-10-31
1902,2,2024-03-15
1903,3,2024-01-26
1904,1,2024-08-21
1905,1,2024-08-21
1906,1,2024-10-20
1907,3,2024-02-24
1908,1,2024-02-10
1909,3,2024-02-12
1910,4,2024-01-23
1911,2,2024-06-09
1912,2,2024-04-26
1913,1,2024-08-03
1914,4,2024-06-23
1915,2,2024-09-19
1916,3,2024-07-11
1917,4,2024-09-06
1918,4,2024-06-14
1919,4,2024-05-25
1920,3,2024-05-08
1921,1,2024-05-10
1922,2,2024-03-24
1923,1,2024-08-06
1924,2,2024-04-14
1925,1,2024-05-03
1926,2,2024-02-02
1927,4,2024-06-18
1928,2,2024-07-25
1929,3,2024-06-05
1930,3,2024-01-30
1931,4,2024-05-18
1932,3,2024-02-21
1933,3,2024-07-25
1934,4,2024-05-09
1935,1,2024-06-22
1936,3,2024-09-29
1937,2,2024-11-04
1938,3,2024-08-25
1939,4,2024-03-11
1940,2,2024-01-22
1941,4,2024-05-06
1942,4,2024-03-23
1943,4,2024-08-06
1944,3,2024-10-31
1945,1,2024-06-17
1946,3,2024-05-21
1947,2,2024-01-11
1948,1,2024-05-17
1949,1,2024-04-23
1950,2,2024-06-26
1951,4,2024-05-24
1952,4,2024-08-30
1953,3,2024-08-15
1954,1,2024-09-16
1955,2,2024-04-21
1956,4,2024-10-25
1957,4,2024-01-10
1958,3,2024-03-22
1959,1,2024-03-13
1960,3,2024-08-16
1961,4,2024-03-03
1962,4,2024-04-24
1963,4,2024-07-16
1964,1,2024-04-14
1965,3,2024-03-18
1966,2,2024-03-14
1967,3,2024-04-03
1968,1,2024-09-26
1969,2,2024-06-23
1970,2,2024-08-26
1971,1,2024-01-20
1972,2,2024-09-17
1973,1,2024-06-07
1974,3,2024-05-13
1975,4,2024-04-05
1976,2,2024-05-08
1977,4,2024-03-04
1978,2,2024-03-31
1979,2,2024-04-11
1980,2,2024-08-13
1981,4,2024-09-08
1982,4,2024-08-04
1983,3,2024-07-10
1984,2,2024-07-26
1985,3,2024-05-03
1986,4,2024-01-07
1987,1,2024-01-19
1988,4,2024-10-14
1989,3,2024-07-07
1990,2,2024-05-20
1991,4,2024-02-27
1992,2,2024-05-03
1993,4,2024-01-30
1994,1,2024-04-18
1995,1,2024-08-01
1996,1,2024-08-02
1997,3,2024-05-05
1998,2,2024-08-09
1999,3,2024-01-20
2000,3,2024-06-13
2001,1,2024-10-06
2002,3,2024-09-24
2003,1,2024-07-01
2004,3,2024-05-25
2005,1,2024-03-08
2006,3,2024-08-01
2007,1,2024-07-14
2008,3,2024-04-17
2009,4,2024-08-21
2010,2,2024-05-01
2011,4,2024-05-27
2012,2,2024-09-05
2013,2,2024-10-04
2014,1,2024-09-05
2015,3,2024-05-20
2016,2,2024-06-11
2017,2,2024-05-23
2018,2,2024-10-24
2019,2,2024-02-03
2020,3,2024-05-04
2021,3,2024-05-28
2022,1,2024-05-13
2023,4,2024-08-10
2024,1,2024-07-14
2025,4,2024-11-03
2026,4,2024-02-02
2027,4,2024-06-11
2028,1,2024-08-09
2029,1,2024-08-03
2030,3,2024-08-22
2031,1,2024-07-27
2032,4,2024-09-10
2033,1,2024-10-30
2034,2,2024-04-11
2035,1,2024-01-01
2036,4,2024-05-29
2037,1,2024-07-29
2038,4,2024-04-05
2039,2,2024-03-03
2040,2,2024-08-11
2041,4,2024-08-03
2042,3,2024-06-16
2043,3,2024-04-25
2044,1,2024-10-31
2045,1,2024-02-24
2046,4,2024-09-27
2047,4,2024-01-04
2048,1,2024-03-04
2049,3,2024-09-22
2050,2,2024-03-16
2051,1,2024-01-10
2052,1,2024-07-30
2053,4,2024-04-28
2054,2,2024-09-28
2055,2,2024-01-04
2056,4,2024-07-19
2057,1,2024-04-09
2058,3,2024-08-05
2059,4,2024-04-23
2060,4,2024-11-02
2061,4,2024-01-03
2062,2,2024-02-04
2063,1,2024-10-05
2064,1,2024-03-11
2065,1,2024-02-14
2066,1,2024-05-19
2067,1,2024-02-02
2068,2,2024-05-23
2069,3,2024-10-19
2070,1,2024-10-04
2071,3,2024-04-10
2072,4,2024-01-19
2073,2,2024-09-13
2074,1,2024-10-03
2075,3,2024-01-28
2076,4,2024-03-01
2077,4,2024-02-29
2078,2,2024-04-05
2079,3,2024-07-11
2080,4,2024-08-21
2081,2,2024-08-16
2082,3,2024-01-19
2083,4,2024-09-15
2084,4,2024-10-28
2085,2,2024-03-24
2086,3,2024-08-15
2087,3,2024-04-13
2088,1,2024-09-02
2089,1,2024-05-04
2090,2,2024-03-27
2091,2,2024-10-27
2092,3,2024-01-13
2093,3,2024-02-14
2094,4,2024-07-21
2095,2,2024-11-04
2096,4,2024-08-10
2097,4,2024-02-21
2098,4,2024-01-15
2099,3,2024-04-28
2100,2,2024-09-23
2101,3,2024-04-11
2102,4,2024-04-27
2103,2,2024-09-10
2104,4,2024-05-31
2105,2,2024-10-02
2106,2,2024-10-26
2107,1,2024-07-08
2108,4,2024-06-10
2109,3,2024-05-05
2110,2,2024-06-19
2111,3,2024-10-04
2112,4,2024-01-09
2113,2,2024-06-29
2114,4,2024-06-24
2115,2,2024-04-01
2116,2,2024-05-22
2117,3,2024-10-29
2118,3,2024-02-04
2119,4,2024-02-29
2120,4,2024-05-29
2121,4,2024-07-05
2122,3,2024-02-17
2123,3,2024-04-08
2124,4,2024-08-19
2125,2,2024-08-02
2126,2,2024-03-02
2127,4,2024-10-08
2128,1,2024-02-06
2129,1,2024-03-12
2130,1,2024-01-06
2131,4,2024-10-17
2132,2,2024-06-19
2133,2,2024-08-03
2134,1,2024-04-03
2135,2,2024-05-19
2136,1,2024-06-26
2137,2,2024-02-15
2138,4,2024-03-15
2139,2,2024-01-24
2140,1,2024-03-18
2141,3,2024-05-01
2142,4,2024-09-21
2143,3,2024-07-03
2144,4,2024-10-11
2145,1,2024-02-27
2146,3,2024-08-16
2147,3,2024-07-14
2148,2,2024-09-27
2149,1,2024-10-17
2150,1,2024-04-24
2151,3,2024-08-14
2152,4,2024-02-23
2153,3,2024-03-08
2154,2,2024-01-28
2155,4,2024-03-21
2156,4,2024-05-17
2157,4,2024-07-20
2158,2,2024-09-23
2159,4,2024-10-08
2160,2,2024-02-14
2161,1,2024-04-07
2162,4,2024-03-09
2163,4,2024-07-27
2164,1,2024-09-14
2165,1,2024-08-06
2166,3,2024-09-28
2167,4,2024-05-01
2168,3,2024-02-01
2169,3,2024-07-17
2170,3,2024-02-28
2171,1,2024-05-08
2172,3,2024-07-29
2173,3,2024-08-06
2174,4,2024-10-12
2175,2,2024-07-11
2176,4,2024-03-10
2177,3,2024-01-01
2178,2,2024-04-20
2179,2,2024-09-10
2180,1,2024-01-05
2181,4,2024-03-23
2182,3,2024-04-17
2183,4,2024-08-04
2184,3,2024-01-06
2185,4,2024-01-28
2186,3,2024-02-27
2187,2,2024-03-11
2188,2,2024-03-24
2189,1,2024-10-26
2190,1,2024-03-12
2191,2,2024-10-01
2192,2,2024-04-17
2193,2,2024-07-22
2194,2,2024-01-16
2195,1,2024-10-18
2196,4,2024-07-18
2197,3,2024-06-05
2198,3,2024-10-04
2199,2,2024-06-13
2200,1,2024-10-15
2201,4,2024-09-13
2202,3,2024-02-01
2203,3,2024-05-09
2204,4,2024-03-20
2205,1,2024-01-12
2206,1,2024-06-25
2207,3,2024-02-06
2208,2,2024-03-26
2209,3,2024-03-01
2210,4,2024-10-16
2211,2,2024-03-11
2212,1,2024-04-27
2213,1,2024-05-04
2214,1,2024-06-19
2215,1,2024-10-16
2216,4,2024-01-09
2217,1,2024-06-17
2218,1,2024-03-12
2219,1,2024-06-17
2220,3,2024-05-25
2221,2,2024-05-17
2222,4,2024-02-20
2223,3,2024-10-26
2224,2,2024-03-13
2225,2,2024-08-21
2226,1,2024-04-01
2227,2,2024-04-06
2228,2,2024-07-10
2229,1,2024-10-16
2230,4,2024-08-18
2231,3,2024-05-20
2232,3,2024-07-15
2233,2,2024-03-18
2234,4,2024-09-15
2235,3,2024-06-03
2236,4,2024-04-24
2237,3,2024-10-15
2238,3,2024-01-11
2239,3,2024-07-30
2240,3,2024-04-18
2241,4,2024-05-16
2242,2,2024-05-08
2243,1,2024-01-16
2244,1,2024-03-19
2245,3,2024-10-14
2246,4,2024-04-16
2247,4,2024-01-07
2248,4,2024-08-10
2249,2,2024-07-11
2250,4,2024-10-07
2251,3,2024-05-19
2252,1,2024-01-10
2253,3,2024-09-11
2254,3,2024-05-07
2255,2,2024-05-29
2256,2,2024-09-29
2257,1,2024-06-10
2258,3,2024-04-01
2259,1,2024-10-27
2260,2,2024-06-15
2261,3,2024-07-07
2262,4,2024-01-06
2263,2,2024-02-13
2264,2,2024-01-18
2265,2,2024-02-25
2266,4,2024-06-13
2267,4,2024-04-15
2268,4,2024-05-22
2269,4,2024-03-28
2270,1,2024-08-19
2271,2,2024-06-06
2272,4,2024-02-22
2273,1,2024-03-12
2274,1,2024-05-27
2275,1,2024-01-04
2276,3,2024-04-10
2277,3,2024-04-03
2278,1,2024-02-22
2279,3,2024-03-18
2280,3,2024-03-12
2281,2,2024-05-20
2282,4,2024-05-21
2283,4,2024-01-02
2284,1,2024-01-26
2285,4,2024-08-25
2286,3,2024-09-18
2287,1,2024-04-12
2288,3,2024-07-13
2289,2,2024-07-03
2290,2,2024-04-10
2291,4,2024-03-24
2292,2,2024-09-19
2293,4,2024-07-15
2294,4,2024-06-29
2295,4,2024-04-26
2296,2,2024-07-14
2297,2,2024-05-06
2298,2,2024-01-12
2299,2,2024-03-01
2300,3,2024-05-24
2301,3,2024-09-27
2302,3,2024-04-05
2303,2,2024-05-30
2304,3,2024-09-10
2305,1,2024-09-27
2306,1,2024-06-18
2307,2,2024-09-27
2308,3,2024-05-08
2309,2,2024-03-02
2310,3,2024-04-25
2311,3,2024-02-15
2312,3,2024-02-13
2313,1,2024-04-14
2314,3,2024-02-11
2315,1,2024-04-15
2316,4,2024-08-14
2317,2,2024-10-08
2318,3,2024-09-08
2319,2,2024-06-06
2320,2,2024-02-19
2321,3,2024-04-01
2322,3,2024-10-04
2323,1,2024-03-17
2324,1,2024-05-15
2325,3,2024-07-18
2326,2,2024-01-05
2327,2,2024-08-29
2328,3,2024-07-16
2329,2,2024-10-21
2330,1,2024-09-05
2331,1,2024-09-13
2332,4,2024-04-29
2333,2,2024-04-05
2334,2,2024-10-13
2335,2,2024-10-16
2336,4,2024-05-08
2337,3,2024-06-08
2338,4,2024-04-08
2339,2,2024-02-26
2340,3,2024-03-29
2341,4,2024-09-01
2342,4,2024-02-14
2343,2,2024-01-03
2344,4,2024-03-17
2345,1,2024-03-12
2346,2,2024-08-27
2347,3,2024-04-02
2348,4,2024-01-18
2349,4,2024-04-05
2350,4,2024-10-14
2351,3,2024-02-26
2352,4,2024-08-13
2353,2,2024-10-04
2354,4,2024-02-06
2355,2,2024-06-07
2356,1,2024-11-01
2357,3,2024-08-09
2358,2,2024-10-02
2359,3,2024-06-08
2360,4,2024-09-27
2361,2,2024-05-06
2362,3,2024-09-30
2363,2,2024-09-20
2364,1,2024-02-02
2365,3,2024-03-02
2366,4,2024-01-11
2367,3,2024-04-11
2368,3,2024-09-14
2369,4,2024-02-12
2370,4,2024-02-21
2371,3,2024-06-25
2372,4,2024-08-01
2373,4,2024-11-03
2374,4,2024-01-25
2375,3,2024-08-02
2376,4,2024-07-07
2377,1,2024-09-05
2378,1,2024-02-20
2379,4,2024-08-24
2380,2,2024-08-21
2381,4,2024-09-29
2382,4,2024-08-06
2383,2,2024-03-18
2384,4,2024-05-04
2385,1,2024-02-12
2386,2,2024-02-08
2387,2,2024-10-30
2388,4,2024-08-08
2389,4,2024-01-16
2390,2,2024-10-20
2391,3,2024-09-25
2392,2,2024-09-05
2393,3,2024-05-23
2394,3,2024-11-04
2395,1,2024-02-22
2396,4,2024-03-03
2397,3,2024-11-05
2398,4,2024-07-05
2399,4,2024-09-11
2400,2,2024-07-04
2401,2,2024-03-08
2402,2,2024-07-08
2403,1,2024-09-02
2404,3,2024-07-17
2405,1,2024-08-07
2406,3,2024-01-29
2407,4,2024-02-03
2408,1,2024-08-05
2409,2,2024-10-01
2410,1,2024-08-08
2411,3,2024-10-13
